timestamp,team1,team1_shape,team1_player1_name,team1_player2_name,team1_player3_name,team1_player4_name,team1_player5_name,team1_player6_name,team1_player7_name,team1_player8_name,team1_player9_name,team1_player10_name,team1_player11_name,team2,team2_shape,team2_player1_name,team2_player2_name,team2_player3_name,team2_player4_name,team2_player5_name,team2_player6_name,team2_player7_name,team2_player8_name,team2_player9_name,team2_player10_name,team2_player11_name,result,score
"1:30 AM CT,February 13, 2022",RAY,4-2-3-1_L,Luca Zidane,Fran García,Alejandro Catena,Mario Suárez,Iván Balliu,Santiago Comesaña,Óscar Valentín,Fran García,Óscar Trejo,Isi Palazón,Randy Nteka,OSA,4-4-2_R,Sergio Herrera,Rubén García,David García,Unai García,Nacho Vidal,Enrique García,Lucas Torró,Jon Moncayola,Enrique Barja,Darko Brasanac,Ante Budimir,-1,0-3
"4:00 AM CT,February 13, 2022",ATL,3-1-4-2_L,Jan Oblak,Mario Hermoso,José Giménez,Stefan Savic,Koke,Yannick Carrasco,Marcos Llorente,Rodrigo De Paul,Saúl Ñíguez,João Félix,Ángel Correa,GET,5-3-2_R,David Soria,Mathías Olivera,Stefan Mitrovic,Erick Cabaco,Djené Dakonam,Damián Suárez,Carles Aleñá,Nemanja Maksimovic,Mauro Arambarri,Enes Ünal,Sandro Ramírez,1,4-3
"9:00 PM CT,February 13, 2022",ALA,4-4-2_L,Fernando Pacheco,Rubén Duarte,Florian Lejeune,Víctor Laguardia,Martín Aguirregabiria,Pere Pons,Tomás Pina,Édgar Méndez,Manu García1,Luis Rioja,Joselu,VAL,4-4-2_R,Giorgi Mamardashvili,José Gayà,Omar Alderete,Gabriel2,Thierry Correia,Denis Cheryshev,Hugo Guillamón,Daniel Wass,Carlos Soler,Goncalo Guedes,Maxi Gómez,1,2-1
"11:15 PM CT,February 13, 2022",LEV,4-4-2_L,Aitor Fernández,Carlos Clerc,Róber,Óscar Duarte,Son,José Luis Morales,Gonzalo Melero,José Campaña,Jorge de Frutos,Roberto Soldado,Roger Martí,BET,4-2-3-1_R,Rui Silva,Álex Moreno,Víctor Ruiz,Edgar González,Martín Montoya,Sergio Canales,Paul Akouokou,Aitor Ruibal,Nabil Fekir,Rodrigo Sánchez,Borja Iglesias,-1,2-4
"1:30 AM CT,February 14, 2022",RSO,4-2-3-1_L,Álex Remiro,Aihen Muñoz,Robin Le Normand,Aritz Elustondo,Joseba Zaldúa,Martín Zubimendi,Mikel Merino,Mikel Oyarzabal,David Silva,Adnan Januzaj,Portu,GRA,4-3-3-d_R,Aarón Escandell,Carlos Neva,Domingos Duarte,Germán,Dimitri Foulquier,Luis Milla,Maxime Gonalons,Monchu,Darwin Machis,Luis Suárez2,Antonio Puertas,1,2-0
"4:00 AM CT,February 14, 2022",ESP,4-4-2_L,Diego López,Adriá Pedrosa,Leandro Cabrera,Sergi Gómez,Óscar Gil,Nicolás Melamed,Fran Mérida,David López,Adrián Embarba,Raúl de Tomás1,Wu Lei,BAR,4-3-3-d_R,Marc-André ter Stegen,Jordi Alba,Gerard Piqué,Ronald Araújo,Sergiño Dest,Frenkie de Jong,Sergio Busquets,Pedri,Ansu Fati,Memphis Depay,Ousmane Dembélé,0,2-2
"4:00 AM CT,February 15, 2022",MLL,4-3-3-d_L,Manolo Reina,Brian Oliván,Antonio Raillo,Martin Valjent,Pablo Maffeo,Iñigo Ruiz de Galarreta,Iddrisu Baba,Salva Sevilla,Daniel Rodriguez,Ángel Rodríguez,Jordi Mboula,ATH,4-4-2_R,Unai Simón,Mikel Balenziaga,Iñigo Martínez,Dani Vivian,Óscar de Marcos,Iker Muniain,Dani García,Unai Vencedor,Álex Berenguer,Iñaki Williams,Oihan Sancet,1,3-2
"2:00 AM CT,February 17, 2022",ATL,3-1-4-2_L,Jan Oblak,Mario Hermoso,José Giménez,Stefan Savic,Koke,Yannick Carrasco,Marcos Llorente,Rodrigo De Paul,Saúl Ñíguez,João Félix,Ángel Correa,LEV,4-4-2_R,Aitor Fernández,Carlos Clerc,Róber,Óscar Duarte,Son,José Luis Morales,Gonzalo Melero,José Campaña,Jorge de Frutos,Roberto Soldado,Roger Martí,-1,0-1
"4:00 AM CT,February 19, 2022",ELC,3-5-2_L,Kiko Casilla,Pedro Bigas,Gonzalo Verdú,Enzo Roco,Johan Mojica,Iván Marcone,Fidel,Raúl Guti,Josan,Lucas Boyé,Pere Milla,RAY,4-2-3-1_R,Luca Zidane,Fran García,Alejandro Catena,Mario Suárez,Iván Balliu,Santiago Comesaña,Óscar Valentín,Fran García,Óscar Trejo,Isi Palazón,Randy Nteka,1,2-1
"9:00 PM CT,February 19, 2022",GRA,4-3-3-d_L,Aarón Escandell,Carlos Neva,Domingos Duarte,Germán,Dimitri Foulquier,Luis Milla,Maxime Gonalons,Monchu,Darwin Machis,Luis Suárez2,Antonio Puertas,VIL,4-4-2_R,Sergio Asenjo,Alfonso Pedraza,Pau Torres,Raúl Albiol,Mario,Moi Gómez,Dani Parejo,Francis Coquelin,Samu Chukwueze,Gerard Moreno,Paco Alcácer,-1,1-4
"11:15 PM CT,February 19, 2022",OSA,4-4-2_L,Sergio Herrera,Rubén García,David García,Unai García,Nacho Vidal,Enrique García,Lucas Torró,Jon Moncayola,Enrique Barja,Darko Brasanac,Ante Budimir,ATL,3-1-4-2_R,Jan Oblak,Mario Hermoso,José Giménez,Stefan Savic,Koke,Yannick Carrasco,Marcos Llorente,Rodrigo De Paul,Saúl Ñíguez,João Félix,Ángel Correa,-1,0-3
"1:30 AM CT,February 20, 2022",CAD,4-2-3-1_L,Jeremias Ledesma,Alfonso Espino,Fali Jiménez,Varazdat Haroyan,Carlos Akapo,Jens Jonsson,Tomás Alarcón,Anthony Lozano,Álex,Salvi,Álvaro Negredo,GET,5-3-2_R,David Soria,Mathías Olivera,Stefan Mitrovic,Erick Cabaco,Djené Dakonam,Damián Suárez,Carles Aleñá,Nemanja Maksimovic,Mauro Arambarri,Enes Ünal,Sandro Ramírez,0,1-1
"4:00 AM CT,February 20, 2022",RMA,4-3-3-d_L,Thibaut Courtois,Ferland Mendy,David Alaba,Éder Militão,Dani Carvajal,Toni Kroos,Casemiro,Luka Modric,Vinícius Júnior,Karim Benzema,Marco Asensio,ALA,4-4-2_R,Fernando Pacheco,Rubén Duarte,Florian Lejeune,Víctor Laguardia,Martín Aguirregabiria,Pere Pons,Tomás Pina,Édgar Méndez,Manu García1,Luis Rioja,Joselu,1,3-0
"9:00 PM CT,February 20, 2022",ESP,4-4-2_L,Diego López,Adriá Pedrosa,Leandro Cabrera,Sergi Gómez,Óscar Gil,Nicolás Melamed,Fran Mérida,David López,Adrián Embarba,Raúl de Tomás1,Wu Lei,SEV,3-4-2-1_R,Marko Dmitrovic,Karim Rekik,Diego Carlos,Jules Koundé,Marcos Acuña,Joan Jordán,Fernando1,Jesús Navas,Oussama Idrissi,Óscar Rodríguez,Youssef En-Nesyri,0,1-1
"11:15 PM CT,February 20, 2022",VAL,4-4-2_L,Giorgi Mamardashvili,José Gayà,Omar Alderete,Gabriel2,Thierry Correia,Denis Cheryshev,Hugo Guillamón,Daniel Wass,Carlos Soler,Goncalo Guedes,Maxi Gómez,BAR,4-3-3-d_R,Marc-André ter Stegen,Jordi Alba,Gerard Piqué,Ronald Araújo,Sergiño Dest,Frenkie de Jong,Sergio Busquets,Pedri,Ansu Fati,Memphis Depay,Ousmane Dembélé,-1,1-4
"1:30 AM CT,February 21, 2022",BET,4-2-3-1_L,Rui Silva,Álex Moreno,Víctor Ruiz,Edgar González,Martín Montoya,Sergio Canales,Paul Akouokou,Aitor Ruibal,Nabil Fekir,Rodrigo Sánchez,Borja Iglesias,MLL,4-3-3-d_R,Manolo Reina,Brian Oliván,Antonio Raillo,Martin Valjent,Pablo Maffeo,Iñigo Ruiz de Galarreta,Iddrisu Baba,Salva Sevilla,Daniel Rodriguez,Ángel Rodríguez,Jordi Mboula,1,2-1
"4:00 AM CT,February 21, 2022",ATH,4-4-2_L,Unai Simón,Mikel Balenziaga,Iñigo Martínez,Dani Vivian,Óscar de Marcos,Iker Muniain,Dani García,Unai Vencedor,Álex Berenguer,Iñaki Williams,Oihan Sancet,RSO,4-2-3-1_R,Álex Remiro,Aihen Muñoz,Robin Le Normand,Aritz Elustondo,Joseba Zaldúa,Martín Zubimendi,Mikel Merino,Mikel Oyarzabal,David Silva,Adnan Januzaj,Portu,1,4-0
"4:00 AM CT,February 22, 2022",CEL,4-4-2_L,Matías Dituro,Javier Galán,José Manuel Fontán,Néstor Araujo,Hugo Mallo,Nolito,Denis Suárez,Renato Tapia,Fran Beltrán,Iago Aspas,Santi Mina,LEV,4-4-2_R,Aitor Fernández,Carlos Clerc,Róber,Óscar Duarte,Son,José Luis Morales,Gonzalo Melero,José Campaña,Jorge de Frutos,Roberto Soldado,Roger Martí,0,1-1
"4:00 AM CT,February 26, 2022",LEV,4-4-2_L,Aitor Fernández,Carlos Clerc,Róber,Óscar Duarte,Son,José Luis Morales,Gonzalo Melero,José Campaña,Jorge de Frutos,Roberto Soldado,Roger Martí,ELC,3-5-2_R,Kiko Casilla,Pedro Bigas,Gonzalo Verdú,Enzo Roco,Johan Mojica,Iván Marcone,Fidel,Raúl Guti,Josan,Lucas Boyé,Pere Milla,1,3-0
"9:00 PM CT,February 26, 2022",MLL,4-3-3-d_L,Manolo Reina,Brian Oliván,Antonio Raillo,Martin Valjent,Pablo Maffeo,Iñigo Ruiz de Galarreta,Iddrisu Baba,Salva Sevilla,Daniel Rodriguez,Ángel Rodríguez,Jordi Mboula,VAL,4-4-2_R,Giorgi Mamardashvili,José Gayà,Omar Alderete,Gabriel2,Thierry Correia,Denis Cheryshev,Hugo Guillamón,Daniel Wass,Carlos Soler,Goncalo Guedes,Maxi Gómez,-1,0-1
"11:15 PM CT,February 26, 2022",GET,5-3-2_L,David Soria,Mathías Olivera,Stefan Mitrovic,Erick Cabaco,Djené Dakonam,Damián Suárez,Carles Aleñá,Nemanja Maksimovic,Mauro Arambarri,Enes Ünal,Sandro Ramírez,ALA,4-4-2_R,Fernando Pacheco,Rubén Duarte,Florian Lejeune,Víctor Laguardia,Martín Aguirregabiria,Pere Pons,Tomás Pina,Édgar Méndez,Manu García1,Luis Rioja,Joselu,0,2-2
"1:30 AM CT,February 27, 2022",RAY,4-2-3-1_L,Luca Zidane,Fran García,Alejandro Catena,Mario Suárez,Iván Balliu,Santiago Comesaña,Óscar Valentín,Fran García,Óscar Trejo,Isi Palazón,Randy Nteka,RMA,4-3-3-d_R,Thibaut Courtois,Ferland Mendy,David Alaba,Éder Militão,Dani Carvajal,Toni Kroos,Casemiro,Luka Modric,Vinícius Júnior,Karim Benzema,Marco Asensio,-1,0-1
"4:00 AM CT,February 27, 2022",ATL,3-1-4-2_L,Jan Oblak,Mario Hermoso,José Giménez,Stefan Savic,Koke,Yannick Carrasco,Marcos Llorente,Rodrigo De Paul,Saúl Ñíguez,João Félix,Ángel Correa,CEL,4-4-2_R,Matías Dituro,Javier Galán,José Manuel Fontán,Néstor Araujo,Hugo Mallo,Nolito,Denis Suárez,Renato Tapia,Fran Beltrán,Iago Aspas,Santi Mina,1,2-0
"9:00 PM CT,February 27, 2022",VIL,4-4-2_L,Sergio Asenjo,Alfonso Pedraza,Pau Torres,Raúl Albiol,Mario,Moi Gómez,Dani Parejo,Francis Coquelin,Samu Chukwueze,Gerard Moreno,Paco Alcácer,ESP,4-4-2_R,Diego López,Adriá Pedrosa,Leandro Cabrera,Sergi Gómez,Óscar Gil,Nicolás Melamed,Fran Mérida,David López,Adrián Embarba,Raúl de Tomás1,Wu Lei,1,5-1
"11:15 PM CT,February 27, 2022",SEV,3-4-2-1_L,Marko Dmitrovic,Karim Rekik,Diego Carlos,Jules Koundé,Marcos Acuña,Joan Jordán,Fernando1,Jesús Navas,Oussama Idrissi,Óscar Rodríguez,Youssef En-Nesyri,BET,4-2-3-1_R,Rui Silva,Álex Moreno,Víctor Ruiz,Edgar González,Martín Montoya,Sergio Canales,Paul Akouokou,Aitor Ruibal,Nabil Fekir,Rodrigo Sánchez,Borja Iglesias,1,2-1
"1:30 AM CT,February 28, 2022",RSO,4-2-3-1_L,Álex Remiro,Aihen Muñoz,Robin Le Normand,Aritz Elustondo,Joseba Zaldúa,Martín Zubimendi,Mikel Merino,Mikel Oyarzabal,David Silva,Adnan Januzaj,Portu,OSA,4-4-2_R,Sergio Herrera,Rubén García,David García,Unai García,Nacho Vidal,Enrique García,Lucas Torró,Jon Moncayola,Enrique Barja,Darko Brasanac,Ante Budimir,1,1-0
"4:00 AM CT,February 28, 2022",BAR,4-3-3-d_L,Marc-André ter Stegen,Jordi Alba,Gerard Piqué,Ronald Araújo,Sergiño Dest,Frenkie de Jong,Sergio Busquets,Pedri,Ansu Fati,Memphis Depay,Ousmane Dembélé,ATH,4-4-2_R,Unai Simón,Mikel Balenziaga,Iñigo Martínez,Dani Vivian,Óscar de Marcos,Iker Muniain,Dani García,Unai Vencedor,Álex Berenguer,Iñaki Williams,Oihan Sancet,1,4-0
"4:00 AM CT,March 1, 2022",GRA,4-3-3-d_L,Aarón Escandell,Carlos Neva,Domingos Duarte,Germán,Dimitri Foulquier,Luis Milla,Maxime Gonalons,Monchu,Darwin Machis,Luis Suárez2,Antonio Puertas,CAD,4-2-3-1_R,Jeremias Ledesma,Alfonso Espino,Fali Jiménez,Varazdat Haroyan,Carlos Akapo,Jens Jonsson,Tomás Alarcón,Anthony Lozano,Álex,Salvi,Álvaro Negredo,0,0-0
"4:00 AM CT,March 3, 2022",MLL,4-3-3-d_L,Manolo Reina,Brian Oliván,Antonio Raillo,Martin Valjent,Pablo Maffeo,Iñigo Ruiz de Galarreta,Iddrisu Baba,Salva Sevilla,Daniel Rodriguez,Ángel Rodríguez,Jordi Mboula,RSO,4-2-3-1_R,Álex Remiro,Aihen Muñoz,Robin Le Normand,Aritz Elustondo,Joseba Zaldúa,Martín Zubimendi,Mikel Merino,Mikel Oyarzabal,David Silva,Adnan Januzaj,Portu,-1,0-2
"4:00 AM CT,March 5, 2022",ALA,4-4-2_L,Fernando Pacheco,Rubén Duarte,Florian Lejeune,Víctor Laguardia,Martín Aguirregabiria,Pere Pons,Tomás Pina,Édgar Méndez,Manu García1,Luis Rioja,Joselu,SEV,3-4-2-1_R,Marko Dmitrovic,Karim Rekik,Diego Carlos,Jules Koundé,Marcos Acuña,Joan Jordán,Fernando1,Jesús Navas,Oussama Idrissi,Óscar Rodríguez,Youssef En-Nesyri,0,0-0
"9:00 PM CT,March 5, 2022",OSA,4-4-2_L,Sergio Herrera,Rubén García,David García,Unai García,Nacho Vidal,Enrique García,Lucas Torró,Jon Moncayola,Enrique Barja,Darko Brasanac,Ante Budimir,VIL,4-4-2_R,Sergio Asenjo,Alfonso Pedraza,Pau Torres,Raúl Albiol,Mario,Moi Gómez,Dani Parejo,Francis Coquelin,Samu Chukwueze,Gerard Moreno,Paco Alcácer,1,1-0
"11:15 PM CT,March 5, 2022",ESP,4-4-2_L,Diego López,Adriá Pedrosa,Leandro Cabrera,Sergi Gómez,Óscar Gil,Nicolás Melamed,Fran Mérida,David López,Adrián Embarba,Raúl de Tomás1,Wu Lei,GET,5-3-2_R,David Soria,Mathías Olivera,Stefan Mitrovic,Erick Cabaco,Djené Dakonam,Damián Suárez,Carles Aleñá,Nemanja Maksimovic,Mauro Arambarri,Enes Ünal,Sandro Ramírez,1,2-0
"1:30 AM CT,March 6, 2022",VAL,4-4-2_L,Giorgi Mamardashvili,José Gayà,Omar Alderete,Gabriel2,Thierry Correia,Denis Cheryshev,Hugo Guillamón,Daniel Wass,Carlos Soler,Goncalo Guedes,Maxi Gómez,GRA,4-3-3-d_R,Aarón Escandell,Carlos Neva,Domingos Duarte,Germán,Dimitri Foulquier,Luis Milla,Maxime Gonalons,Monchu,Darwin Machis,Luis Suárez2,Antonio Puertas,1,3-1
"4:00 AM CT,March 6, 2022",RMA,4-3-3-d_L,Thibaut Courtois,Ferland Mendy,David Alaba,Éder Militão,Dani Carvajal,Toni Kroos,Casemiro,Luka Modric,Vinícius Júnior,Karim Benzema,Marco Asensio,RSO,4-2-3-1_R,Álex Remiro,Aihen Muñoz,Robin Le Normand,Aritz Elustondo,Joseba Zaldúa,Martín Zubimendi,Mikel Merino,Mikel Oyarzabal,David Silva,Adnan Januzaj,Portu,1,4-1
"9:00 PM CT,March 6, 2022",CAD,4-2-3-1_L,Jeremias Ledesma,Alfonso Espino,Fali Jiménez,Varazdat Haroyan,Carlos Akapo,Jens Jonsson,Tomás Alarcón,Anthony Lozano,Álex,Salvi,Álvaro Negredo,RAY,4-2-3-1_R,Luca Zidane,Fran García,Alejandro Catena,Mario Suárez,Iván Balliu,Santiago Comesaña,Óscar Valentín,Fran García,Óscar Trejo,Isi Palazón,Randy Nteka,1,2-0
"11:15 PM CT,March 6, 2022",ELC,3-5-2_L,Kiko Casilla,Pedro Bigas,Gonzalo Verdú,Enzo Roco,Johan Mojica,Iván Marcone,Fidel,Raúl Guti,Josan,Lucas Boyé,Pere Milla,BAR,4-3-3-d_R,Marc-André ter Stegen,Jordi Alba,Gerard Piqué,Ronald Araújo,Sergiño Dest,Frenkie de Jong,Sergio Busquets,Pedri,Ansu Fati,Memphis Depay,Ousmane Dembélé,-1,1-2
"1:30 AM CT,March 7, 2022",CEL,4-4-2_L,Matías Dituro,Javier Galán,José Manuel Fontán,Néstor Araujo,Hugo Mallo,Nolito,Denis Suárez,Renato Tapia,Fran Beltrán,Iago Aspas,Santi Mina,MLL,4-3-3-d_R,Manolo Reina,Brian Oliván,Antonio Raillo,Martin Valjent,Pablo Maffeo,Iñigo Ruiz de Galarreta,Iddrisu Baba,Salva Sevilla,Daniel Rodriguez,Ángel Rodríguez,Jordi Mboula,1,4-3
"4:00 AM CT,March 7, 2022",BET,4-2-3-1_L,Rui Silva,Álex Moreno,Víctor Ruiz,Edgar González,Martín Montoya,Sergio Canales,Paul Akouokou,Aitor Ruibal,Nabil Fekir,Rodrigo Sánchez,Borja Iglesias,ATL,3-1-4-2_R,Jan Oblak,Mario Hermoso,José Giménez,Stefan Savic,Koke,Yannick Carrasco,Marcos Llorente,Rodrigo De Paul,Saúl Ñíguez,João Félix,Ángel Correa,-1,1-3
"4:00 AM CT,March 8, 2022",ATH,4-4-2_L,Unai Simón,Mikel Balenziaga,Iñigo Martínez,Dani Vivian,Óscar de Marcos,Iker Muniain,Dani García,Unai Vencedor,Álex Berenguer,Iñaki Williams,Oihan Sancet,LEV,4-4-2_R,Aitor Fernández,Carlos Clerc,Róber,Óscar Duarte,Son,José Luis Morales,Gonzalo Melero,José Campaña,Jorge de Frutos,Roberto Soldado,Roger Martí,1,3-1
